"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"TFAP2B",10839.1239544109,-0.575477845154068,0.185166727010669,-3.10789014011632,0.00188428098054947,0.0457998045834806,"TFAP2B"
"FXYD6",1662.26669179427,-0.579457716300816,0.136134022534306,-4.25652386900412,2.07629879067186e-05,0.00103522128165678,"FXYD6"
"FZD7",4100.43274214613,-0.582688762748514,0.180553843230352,-3.22722990728653,0.00124994984101424,0.0327343766444738,"FZD7"
"ALDH1A3",1991.97979081002,-0.589347532528094,0.115750393947115,-5.09153802791684,3.55170618412327e-07,2.74877320399113e-05,"ALDH1A3"
"GALNT16",456.778194695918,-0.590172066398487,0.177524991056671,-3.32444498594615,0.000885947108680495,0.024773990218946,"GALNT16"
"SEMA6C",1623.90716871719,-0.590952386582008,0.167859476961977,-3.52051845554046,0.000430704018703304,0.0137014963495881,"SEMA6C"
"BEGAIN",5252.60907599978,-0.594254798735935,0.17223546410745,-3.45024645078442,0.00056007500066412,0.0171169483503557,"BEGAIN"
"TCF7",1436.99119704461,-0.600174429331108,0.139535845935667,-4.30122041620629,1.69859993750472e-05,0.000866341659928635,"TCF7"
"TMEM198",954.751096351878,-0.612444640684911,0.157916495482615,-3.87828161214695,0.000105196901982186,0.00422853490241572,"TMEM198"
"TDRKH",1932.66276765814,-0.616481800893229,0.161778418049184,-3.81065539104114,0.000138598859935217,0.0052974050740841,"TDRKH"
"AQP1",517.404766752044,-0.616889402743935,0.1809102939266,-3.40991874676974,0.000649822361709412,0.0195147425844626,"AQP1"
"SH3TC1",1636.66517416143,-0.629553866147776,0.164116839422821,-3.83601017641968,0.000125049228405685,0.00487535287488431,"SH3TC1"
"PRRT2",635.783423263002,-0.637156753436531,0.203611638389616,-3.12927472356622,0.00175238385775764,0.0432690312007795,"PRRT2"
"DOC2B",6175.66489009793,-0.645896019623183,0.192851825751334,-3.34918280968732,0.000810502991177348,0.0232194926901562,"DOC2B"
"ALS2CL",578.314892528486,-0.64873310609316,0.194914603872543,-3.3282939974953,0.000873796010920938,0.0245356872669425,"ALS2CL"
"RGS16",1564.46024659905,-0.653577299199414,0.156886574413031,-4.16592242927529,3.10096138368173e-05,0.00147518517689765,"RGS16"
"BMP7",354.039761457183,-0.654312670175117,0.211875854096386,-3.08818894425534,0.00201380389387021,0.0484184441623569,"BMP7"
"MAPK8IP2",3494.77223803152,-0.659459156055827,0.127191895199551,-5.18475768460879,2.16295899159096e-07,1.78026402503645e-05,"MAPK8IP2"
"DOK4",13961.8080259186,-0.661950291883561,0.134718499008879,-4.91358125835365,8.94276434840853e-07,6.35222110519831e-05,"DOK4"
"DDC",7608.3202910843,-0.662577799845681,0.212081576985085,-3.12416481084671,0.00178310550558742,0.0438198882226192,"DDC"
"GPRC5C",1104.52826514318,-0.672232370025109,0.211557182024472,-3.17754454654888,0.00148527871029006,0.0378770419955281,"GPRC5C"
"FEV",2150.64243369781,-0.675296996415051,0.213818380386977,-3.15827383592034,0.00158706401799956,0.0400785192597422,"FEV"
"SSTR2",874.835186642239,-0.682844129007285,0.179304494561634,-3.80829343222385,0.000139929168212636,0.00533514250175431,"SSTR2"
"ADAMTSL2",692.882429266452,-0.683691186834256,0.182935724156623,-3.73733009222903,0.000185984687736897,0.00680245108257905,"ADAMTSL2"
"TNFRSF25",1409.00795879195,-0.685092365072797,0.218508455124564,-3.13531284033036,0.00171670931620103,0.0426599522728806,"TNFRSF25"
"MAPK11",2901.23405579482,-0.688879764041634,0.198804924952495,-3.46510411754761,0.000530026236978859,0.0163918253328889,"MAPK11"
"FBLN7",1063.6564480446,-0.694270411979273,0.207290455003741,-3.34926377563668,0.000810266160774528,0.0232194926901562,"FBLN7"
"SCUBE1",1520.97304727577,-0.695092593324872,0.213892291949215,-3.24973184863487,0.001155138743091,0.0307168175855105,"SCUBE1"
"RHBDL3",507.205154435784,-0.695165099941725,0.203108088825931,-3.42263621286644,0.000620170163609425,0.0187327515827344,"RHBDL3"
"TMEM255B",558.083720796261,-0.696680287930157,0.20852860678062,-3.34093388281777,0.000834971043031593,0.023745538474222,"TMEM255B"
"STOX1",329.921864751699,-0.700947174109613,0.208351014782657,-3.36426090768414,0.000767489509427318,0.0222743783743496,"STOX1"
"RYBP",3888.65679326787,-0.711040964141495,0.22129843110432,-3.21304114355113,0.00131337473800369,0.0342225417493892,"RYBP"
"OLFM3",323.228038991874,-0.71475099154534,0.219077284263176,-3.26255181567211,0.00110413985924509,0.0296836407339905,"OLFM3"
"TACC2",900.532224390986,-0.717796571038679,0.132887080192578,-5.40155273182661,6.60665116366116e-08,5.97517822685541e-06,"TACC2"
"MMP15",3270.70870329445,-0.724869729234147,0.166135774434871,-4.36311644316146,1.28222650050994e-05,0.000667100850900755,"MMP15"
"ATCAY",2295.94385097706,-0.73120816469457,0.198875770331379,-3.6767081453723,0.000236263086402048,0.00831287937892077,"ATCAY"
"ACVRL1",202.119817153544,-0.742397657859804,0.233170085116174,-3.18393183881163,0.00145289219531402,0.0372342520433359,"ACVRL1"
"KLLN",127.398480418738,-0.747133463753226,0.235324346440018,-3.17490933282445,0.00149883325722784,0.0380977943618239,"KLLN"
"FAM163B",1036.07493227483,-0.74731387218505,0.17645886868092,-4.23505986279654,2.28490828299345e-05,0.00113197558121803,"FAM163B"
"PPM1E",813.316172526138,-0.754011476771058,0.215700121469754,-3.49564697336894,0.000472913928017979,0.0149829919842112,"PPM1E"
"SHD",7014.81501149109,-0.762408322256707,0.230520862880349,-3.30732894511345,0.000941902166413788,0.0258416756626682,"SHD"
"GBP2",715.15238345506,-0.763243270817424,0.135810373904629,-5.61991877994093,1.91047250855254e-08,1.99458458678143e-06,"GBP2"
"SOX18",486.539841461982,-0.770355165252604,0.244260440069276,-3.15382697678805,0.00161144594740149,0.0404970164099798,"SOX18"
"ERFE",351.880406469768,-0.784528833273145,0.225094668583348,-3.48532836521914,0.000491533445119351,0.0154470591359124,"ERFE"
"WNT10A",172.232237259208,-0.786898594636621,0.243377037882254,-3.23324912441955,0.00122390781260093,0.0321606586703041,"WNT10A"
